7599.8	-0.542953	4.11561	8.81957
7599.83	-0.68444	4.06632	8.72804
7599.81	-0.566286	4.15608	8.83617
7699.81	-0.500437	4.14522	8.90029
7699.79	-0.580778	4.09017	8.92433
7799.84	-0.691032	4.17976	9.09613
7799.85	-0.693979	4.23536	8.99303
7799.85	-0.523668	4.17832	9.22859
7899.86	-0.533873	4.0719	9.14694
7899.86	-0.577669	4.14243	9.15007
7999.9	-0.560787	4.19622	9.2901
7999.89	-0.594187	4.30095	9.32046
7999.88	-0.666477	4.22853	9.21161
8099.9	-0.479555	4.32533	9.31721
8099.92	-0.693007	4.4178	9.43911
8099.92	-0.681729	4.40185	9.57895
8199.75	-0.514026	4.53984	9.52698
8199.75	-0.651475	4.35434	9.46233
8199.74	-0.570984	4.42827	9.61768
8299.78	-0.615654	4.43203	9.63881
8299.75	-0.445674	4.54488	9.74988
8399.79	-0.563149	4.57291	9.84689
8399.79	-0.451001	4.51399	9.73728
8399.81	-0.631286	4.53048	9.84254
8499.81	-0.587218	4.51475	9.79524
8499.81	-0.650315	4.66745	9.91748
8499.82	-0.660715	4.66454	10.0894
8599.82	-0.616124	4.70889	10.0791
8599.84	-0.579181	4.73375	10.1209
8599.83	-0.651984	4.67706	10.1353
8699.84	-0.469634	4.84217	10.2436
8699.87	-0.485909	4.78494	10.1421
8799.86	-0.612161	4.78739	10.3537
8799.86	-0.456252	4.86727	10.3297
8799.88	-0.509292	5.02523	10.4491
8899.89	-0.484325	4.99577	10.3615
8899.9	-0.588775	4.93425	10.4718
8899.92	-0.541474	4.97854	10.4956
8999.75	-0.56652	4.90478	10.5786
8999.75	-0.56383	5.01643	10.7266
9099.78	-0.592548	5.01103	10.7038
9099.75	-0.539471	5.1649	10.6923
9099.75	-0.546541	5.08598	10.7328
9199.79	-0.569035	5.19355	10.8376
9199.79	-0.567201	5.07081	10.9336
9299.8	-0.41619	5.1778	10.8036
9299.81	-0.450811	5.28783	10.8083
9299.81	-0.601706	5.27002	11.0003
9399.83	-0.549438	5.20306	11.0505
9399.83	-0.416907	5.40191	11.1872
9399.84	-0.592934	5.27651	11.0788
9499.85	-0.537688	5.38799	11.1667
9499.86	-0.583219	5.40583	11.3173
9599.85	-0.532148	5.39816	11.3607
9599.88	-0.455412	5.5309	11.4248
9599.86	-0.600834	5.32783	11.349
9699.7	-0.593089	5.49557	11.4129
9699.69	-0.537035	5.54696	11.4288
9699.69	-0.394035	5.42742	11.5767
9799.72	-0.546331	5.55162	11.6162
9799.73	-0.505015	5.61271	11.6791
9899.76	-0.519911	5.68122	11.6514
9899.74	-0.459749	5.75239	11.7453
9899.71	-0.540516	5.71593	11.7219
9999.78	-0.494605	5.81103	11.9421
9999.77	-0.454672	5.74133	11.9804
10099.8	-0.428213	5.83765	11.8302
10099.8	-0.406451	5.81382	12.1017
10099.8	-0.494812	5.90243	12.0446
10199.8	-0.422006	5.79334	11.9026
10199.8	-0.449993	5.76478	12.1177
10299.8	-0.432854	5.89213	12.2033
10299.8	-0.421391	5.86762	12.2577
10299.8	-0.432821	5.97859	12.3378
10399.9	-0.430315	5.96769	12.4055
10399.9	-0.467359	5.93818	12.3365
10399.8	-0.37054	5.93337	12.5316
10499.7	-0.525355	5.99993	12.5568
10499.7	-0.537226	6.07562	12.6271
10599.7	-0.343298	6.13352	12.7004
10599.7	-0.380229	6.16322	12.5245
10599.7	-0.484626	6.12825	12.619
10699.7	-0.53569	6.03966	12.7595
10699.7	-0.363779	6.07585	12.8011
10799.8	-0.492386	6.24622	12.8688
10799.7	-0.473111	6.24422	12.9374
10799.8	-0.34961	6.39309	12.9214
10899.8	-0.393964	6.4402	12.9453
10899.8	-0.414626	6.29088	12.9533
10899.8	-0.416657	6.26791	13.0975
10999.8	-0.529802	6.54185	13.112
10999.8	-0.325484	6.47449	13.1489
11099.8	-0.385549	6.53925	13.2873
11099.8	-0.308669	6.49818	13.2454
11099.8	-0.289001	6.60035	13.2205
11199.9	-0.294848	6.5912	13.4574
11199.8	-0.425168	6.64811	13.3153
11299.7	-0.320728	6.57882	13.4479
11299.7	-0.429239	6.81828	13.5854
11299.7	-0.286004	6.85454	13.5965
11399.7	-0.397044	6.80137	13.6011
11399.7	-0.497548	6.82434	13.6112
11399.7	-0.312228	6.84656	13.6838
11499.7	-0.314547	6.87073	13.7627
11499.7	-0.443157	6.87808	13.8107
11599.8	-0.386918	6.86169	13.9114
11599.8	-0.234617	6.86714	13.9582
11599.7	-0.317243	6.8487	13.9674
11699.8	-0.384086	6.9894	13.9124
11699.8	-0.43536	7.03795	13.9331
11799.8	-0.404837	6.95046	14.2546
11799.8	-0.318173	6.96238	14.074
11799.8	-0.602621	6.99028	14.2836
11899.8	-0.343919	7.1645	14.3884
11899.8	-0.410611	7.10127	14.3315
11999.8	-0.388156	7.20609	14.3561
11999.9	-0.408004	7.17176	14.3066
11999.8	-0.205087	7.16379	14.4539
12099.7	-0.351535	7.16114	14.6017
12099.7	-0.305694	7.14663	14.41
12199.7	-0.345183	7.21008	14.6141
12199.7	-0.188177	7.40247	14.739
12199.7	-0.358834	7.27148	14.8834
12299.7	-0.277865	7.3363	14.6954
12299.7	-0.341502	7.30483	14.7289
12399.7	-0.234024	7.38261	14.931
12399.7	-0.389793	7.52583	14.8902
12399.7	-0.395573	7.37921	15.1269
12499.8	-0.286062	7.36613	15.1898
12499.8	-0.134579	7.46158	15.0849
12499.8	-0.289597	7.58695	15.1496
12599.8	-0.392459	7.56525	15.111
12599.8	-0.28824	7.62711	15.4097
12699.8	-0.342703	7.53561	15.1927
12699.8	-0.362089	7.69351	15.2997
12699.8	-0.303885	7.80781	15.4245
12799.6	-0.155275	7.83229	15.3949
12799.6	-0.252504	7.7009	15.4444
12899.7	-0.263029	7.8833	15.5267
12899.7	-0.338306	7.74025	15.5923
12999.7	-0.0743869	7.95849	15.6704
12999.7	-0.270338	7.99776	15.6369
12999.7	-0.31941	8.00835	15.7151
13099.7	-0.148875	8.07705	15.693
13099.7	-0.281121	7.96346	15.9966
13099.7	-0.176476	8.03742	15.908
13199.7	-0.269737	7.94177	15.9134
13199.7	-0.179724	7.83189	16.0034
13299.7	-0.288732	8.05645	16.0046
13299.7	-0.23301	8.03134	16.1729
13299.7	-0.380326	8.2031	16.1171
13399.8	-0.17642	8.24936	16.2179
13399.8	-0.274246	8.37293	16.3166
13499.8	-0.34003	8.40129	16.3731
13499.8	-0.15932	8.06739	16.3112
13499.8	-0.135532	8.42961	16.3159
13599.6	-0.29245	8.20178	16.6004
13599.6	-0.281816	8.46229	16.6378
13699.6	-0.207155	8.44234	16.5412
13699.7	-0.290871	8.46965	16.5583
13699.7	-0.31773	8.40662	16.7307
13799.7	-0.0402295	8.29465	16.745
13799.7	-0.286699	8.60124	16.9086
13899.7	-0.231139	8.49384	16.833
13899.7	-0.16228	8.69077	16.8818
13899.7	-0.14796	8.70984	17.0313
13999.7	-0.264236	8.55888	16.9765
13999.7	-0.178649	8.68449	17.1852
14099.7	-0.240002	8.73033	17.1499
14099.7	-0.0468296	8.68938	17.1652
14199.8	-0.196012	8.54494	17.2759
14199.8	-0.346613	8.85584	17.3823
14199.8	-0.182697	8.62435	17.3549
14299.8	-0.1681	8.75129	17.32
14299.8	-0.358605		17.4514
14399.6	-0.282757		17.4524
14399.6	-0.0602336		17.5537
14399.6	-0.20039		17.6785
14499.7	-0.226594		17.5609
14499.6	-0.0103017		17.6223
14599.7	-0.249223		17.5543
14599.7	-0.153218		
14599.7	-0.107559		
14699.7	-0.0263365		
14699.7	-0.18479		
14799.7	-0.107416		
14799.7	-0.144769		
14799.7	-0.2518		
14899.7	-0.0485662		
14899.7	-0.17117		
14999.8	-0.055252		
14999.7	0.0357731		
14999.7	-0.251937		
