8039.46	 44.32213949	0.067
8060.25	 44.51342817	0.067
8060.46	 44.63096644	0.067
8079.51	 44.73430945	0.067
8079.91	 44.60317282	0.067
8079.81	 44.71350698	0.067
8099.83	 44.66598867	0.067
8100.13	 45.0637862	    0.067
8120.51	 45.12670492	0.067
8120	 44.67956912	0.067
8139.9	 44.6711718	    0.067
8139.6	 44.69497427	0.067
8160.47	 44.83871562	0.067
8160.12	 44.83998517	0.067
8159.77	 44.92555472	0.067
8180.39	 44.93423147	0.067
8180.3	 44.85487221	0.067
8199.85	 45.06694444	0.067
8199.62	 45.093593	    0.067
8220.37	 44.99025534	0.067
8219.68	 45.23540102	0.067
8239.95	 45.07864732	0.067
8239.14	 45.09541399	0.067
8239.71	 45.1773893	    0.067
8260.2	 45.49708045	0.067
8260.6	 45.41684382	0.067
8279.87	 45.38573168	0.067
8279.62	 45.19346708	0.067
8300.07	 45.44273189	0.067
8300.2	 45.52971749	0.067
8320.13	 45.60933992	0.067
8319.69	 45.48145021	0.067
8339.72	 45.66253848	0.067
8339.85	 45.40452408	0.067
8339.55	 45.34512655	0.067
8359.85	 45.5854926	    0.067
8359.54	 45.55548848	0.067
8380.18	 45.7962784	    0.067
8380.41	 45.81012983	0.067
8399.64	 45.91729137	0.067
8399.14	 45.90386215	0.067
8419.98	 45.79928375	0.067
8419.89	 45.72952449	0.067
8420.32	 46.01080762	0.067
8439.89	 46.16669301	0.067
8439.99	 45.62885886	0.067
8459.77	 45.87818252	0.067
8460.23	 46.1318854	0.067
8480.18	 46.039521	0.067
8479.47	 45.64045351	0.067
8480.27	 46.08688026	0.067
8500.26	 46.17924219	0.067
8499.66	 46.14394714	0.067
8519.69	 46.01733541	0.067
8519.98	 46.13872635	0.067
8539.62	 46.08155784	0.067
8539.97	 46.38868829	0.067
8559.25	 46.20868274	0.067
8559.63	 46.12463294	0.067
8559.42	 46.02639467	0.067
8580.17	 46.18815701	0.067
8579.56	 46.31555537	0.067
8599.8	 46.27528191	0.067
8600.23	 46.54886504	0.067
8619.34	 46.59384756	0.067
8620.24	 46.75424014	0.067
8640.3	 46.63274817	0.067
8640.15	 46.5415494	0.067
8659.68	 46.86270846	0.067
8659.88	 46.53764015	0.067
8679.77	 46.59833624	0.067
8679.77	 46.56253624	0.067
8679.9	 46.59452184	0.067
8700.29	 46.80384714	0.067
8699.93	 46.92131011	0.067
8720.5	 46.92375393	0.067
8719.95	 46.9042918	0.067
8740.23	 47.11604468	0.067
8740.14	 46.93598542	0.067
8760.03	 46.93448151	0.067
8759.6	 46.54129839	0.067
8779.84	 46.76652493	0.067
8779.66	 46.94800642	0.067
8780.41	 46.90390023	0.067
8799.94	 47.34345929	0.067
8800.03	 46.61741855	0.067
8820.1	 47.62243316	0.067
8819.88	 46.86778831	0.067
8839.68	 46.99342514	0.067
8839.67	 47.17911856	0.067
8860.22	 47.47214921	0.067
8859.65	 46.79147391	0.067
8880.17	 47.45418481	0.067
8880.08	 47.81742555	0.067
8899.72	 47.35585704	0.067
8900.14	 47.02763358	0.067
8899.96	 47.31871506	0.067
8920.16	 47.39041527	0.067
8920.07	 47.50665601	0.067
8939.85	 47.43097968	0.067
8939.72	 47.21939408	0.067
8960.01	 47.46905354	0.067
8959.88	 47.43936795	0.067
8980.01	 47.74392206	0.067
8979.74	 47.67704429	0.067
8999.95	 47.52245108	0.067
9000.48	 47.71030004	0.067
9020.44	 47.74254223	0.067
9019.77	 47.87700108	0.067
9039.68	 47.70081034	0.067
9039.91	 47.85756178	0.067
9039.76	 47.47576302	0.067
9059.84	 48.01468421	0.067
9059.8	 47.92475787	0.067
9079.83	 47.88984615	0.067
9079.54	 47.8573552	0.067
9100.01	 47.97723318	0.067
9100.07	 48.12527269	0.067
