0	-0.0380199	0	-0.191865	0	0.254222
5.00E-06	0.157344	5.00E-06	-0.110115	5.00E-06	0.325673
1.00E-05	0.326639	1.00E-05	-0.00744395	1.00E-05	0.331467
1.50E-05	0.436712	1.50E-05	0.0968362	1.50E-05	0.281901
2.00E-05	0.460529	2.00E-05	0.182449	2.00E-05	0.178587
2.50E-05	0.394872	2.50E-05	0.232658	2.50E-05	0.0369717
3.00E-05	0.256797	3.00E-05	0.240382	3.00E-05	-0.114621
3.50E-05	0.0707661	3.50E-05	0.201116	3.50E-05	-0.240465
4.00E-05	-0.126851	4.00E-05	0.12355	4.00E-05	-0.316422
4.50E-05	-0.306444	4.50E-05	0.0221665	4.50E-05	-0.337342
5.00E-05	-0.427139	5.00E-05	-0.0821136	5.00E-05	-0.299042
5.50E-05	-0.459646	5.50E-05	-0.170945	5.50E-05	-0.196049
6.00E-05	-0.408472	6.00E-05	-0.227913	6.00E-05	-0.0528251
6.50E-05	-0.278122	6.50E-05	-0.241109	6.50E-05	0.0945832
7.00E-05	-0.0998155	7.00E-05	-0.20828	7.00E-05	0.219462
7.50E-05	0.104882	7.50E-05	-0.135863	7.50E-05	0.307006
8.00E-05	0.287695	8.00E-05	-0.0373762	8.00E-05	0.341766
8.50E-05	0.415148	8.50E-05	0.0681913	8.50E-05	0.305397
9.00E-05	0.458598	9.00E-05	0.160563	9.00E-05	0.210772
9.50E-05	0.419332	9.50E-05	0.223002	9.50E-05	0.0759158
1.00E-04	0.30604	1.00E-04	0.242957	1.00E-04	-0.0692396
0.000105	0.127412	0.000105	0.216887	0.000105	-0.205705
0.00011	-0.0756766	0.00011	0.148976	0.00011	-0.301617
0.000115	-0.262029	0.000115	0.0530643	0.000115	-0.344101
0.00012	-0.395276	0.00012	-0.0528251	0.00012	-0.315134
0.000125	-0.458359	0.000125	-0.148737	0.000125	-0.223729
0.00013	-0.434542	0.00013	-0.216326	0.00013	-0.096597
0.000135	-0.327365	0.000135	-0.242718	0.000135	0.0479146
0.00014	-0.15099	0.00014	-0.222441	0.00014	0.187599
0.000145	0.0485583	0.000145	-0.160002	0.000145	0.292201
0.00015	0.237808	0.00015	-0.0679522	0.00015	0.340157
0.000155	0.377492	0.000155	0.0382591	0.000155	0.319236
0.00016	0.456667	0.00016	0.137068	0.00016	0.241348
0.000165	0.444437	0.000165	0.209484	0.000165	0.121297
0.00017	0.344984	0.00017	0.241348	0.00017	-0.0245021
0.000175	0.178265	0.000175	0.228474	0.000175	-0.171267
0.00018	-0.0167777	0.00018	0.17215	0.00018	-0.281018
0.000185	-0.20828	0.000185	0.0826747	0.000185	-0.335411
0.00019	-0.365343	0.00019	-0.0228929	0.00019	-0.324146
0.000195	-0.453209	0.000195	-0.123311	0.000195	-0.259776
0.0002	-0.449347	0.0002	-0.200233	0.0002	-0.139403
0.000205	-0.359228	0.000205	-0.239499	0.000205	0.00510829
0.00021	-0.203452	0.00021	-0.232419	0.00021	0.153804
0.000215	-0.0145247	0.000215	-0.181566	0.000215	0.26774
0.00022	0.184058	0.00022	-0.0953096	0.00022	0.327604
0.000225	0.350134	0.000225	0.00897051	0.000225	0.330501
0.00023	0.445724	0.00023	0.110676	0.00023	0.270315
0.000235	0.453127	0.000235	0.192104	0.000235	0.160241
0.00024	0.377492	0.00024	0.237808	0.00024	0.0105798
0.000245	0.232336	0.000245	0.237486	0.000245	-0.134897
0.00025	0.0446961	0.00025	0.191783	0.00025	-0.248189
0.000255	-0.158714	0.000255	0.110354	0.000255	-0.325112
0.00026	-0.331227	0.00026	0.00800496	0.00026	-0.339273
0.000265	-0.436794	0.000265	-0.0959533	0.000265	-0.285202
0.00027	-0.454496	0.00027	-0.181888	0.00027	-0.175773
0.000275	-0.394632	0.000275	-0.233062	0.000275	-0.0319047
0.00028	-0.262029	0.00028	-0.239177	0.00028	0.108423
0.000285	-0.0692396	0.000285	-0.200233	0.000285	0.23652
0.00029	0.135458	0.00029	-0.122667	0.00029	0.318592
0.000295	0.307328	0.000295	-0.022571	0.000295	0.341122
0.0003	0.423195	0.0003	0.0826747	0.0003	0.294775
0.000305	0.458598	0.000305	0.17215	0.000305	0.192426
0.00031	0.415148	0.00031	0.229117	0.00031	0.0582139
0.000315	0.283511	0.000315	0.24167	0.000315	-0.087907
0.00032	0.0961925	0.00032	0.209163	0.00032	-0.220832
0.000325	-0.105609	0.000325	0.137068	0.000325	-0.313203
0.00033	-0.281018	0.00033	0.0382591	0.00033	-0.339273
0.000335	-0.408472	0.000335	-0.0676303	0.000335	-0.30226
0.00034	-0.461899	0.00034	-0.160646	0.00034	-0.211498
0.000345	-0.424564	0.000345	-0.223085	0.000345	-0.0798607
0.00035	-0.302582	0.00035	-0.242396	0.00035	0.0681913
0.000355	-0.12138	0.000355	-0.216004	0.000355	0.208197
0.00036	0.0743065	0.00036	-0.148415	0.00036	0.302822
0.000365	0.257119	0.000365	-0.0521814	0.000365	0.337904
0.00037	0.397768	0.00037	0.0533861	0.00037	0.309581
0.000375	0.463104	0.000375	0.148976	0.000375	0.226221
0.00038	0.434459	0.00038	0.216243	0.00038	0.099411
0.000385	0.31988	0.000385	0.242635	0.000385	-0.0502503
0.00039	0.152517	0.00039	0.223646	0.00039	-0.191221
0.000395	-0.0412384	0.000395	0.161207	0.000395	-0.289064
0.0004	-0.235315	0.0004	0.0678695	0.0004	-0.335089
0.000405	-0.386264	0.000405	-0.0380199	0.000405	-0.321893
0.00041	-0.457071	0.00041	-0.135863	0.00041	-0.246902
0.000415	-0.439369	0.000415	-0.208923	0.000415	-0.117196
0.00042	-0.340561	0.00042	-0.24143	0.00042	0.0302128
0.000425	-0.182531	0.000425	-0.227913	0.000425	0.170219
0.00043	0.0160513	0.00043	-0.170945	0.00043	0.274499
0.000435	0.213669	0.000435	-0.0814699	0.000435	0.334363
0.00044	0.367836	0.00044	0.0228102	0.00044	0.328892
0.000445	0.449586	0.000445	0.123228	0.000445	0.258084
0.00045	0.444437	0.00045	0.200151	0.00045	0.13578
0.000455	0.364939	0.000455	0.24006	0.000455	-0.0077658
0.00046	0.21045	0.00046	0.233302	0.00046	-0.150024
0.000465	0.0131546	0.000465	0.182127	0.000465	-0.264282
0.00047	-0.18575	0.00047	0.097158	0.00047	-0.331549
0.000475	-0.347642	0.000475	-0.00680024	0.000475	-0.335733
0.00048	-0.440657	0.00048	-0.109471	0.00048	-0.269432
0.000485	-0.45514	0.000485	-0.191865	0.000485	-0.153887
0.00049	-0.382723	0.00049	-0.236603	0.00049	-0.016134
0.000495	-0.233062	0.000495	-0.236281	0.000495	0.130953
