9999.77	57.1382
9999.77	57.0371
9999.77	57.0702
9999.77	57.0803
9999.77	57.0308
9999.77	57.168
9999.77	56.9797
9999.77	57.1116
9999.77	56.9141
9999.77	56.9818
9999.77	57.0284
9999.77	57.0248
9999.77	57.0331
9999.77	57.058
9999.77	57.0337
9999.77	57.0946
9999.77	57.0033
9999.77	57.1002
9999.77	56.9791
9999.77	57.0259
9999.77	57.1419
9999.77	57.0898
9999.77	56.9202
9999.77	56.9695
9999.77	56.9435
9999.77	56.9118
9999.77	57.056
9999.77	56.9458
9999.77	57.0682
9999.77	57.0917
9999.77	56.9773
9999.77	57.1211
9999.77	57.1007
9999.77	57.0146
9999.77	57.0432
9999.77	56.9331
9999.77	56.9788
9999.77	57.0176
9999.77	57.0154
9999.77	56.9841
9999.77	57.1514
9999.77	57.1405
9999.77	57.018
9999.77	57.0794
9999.77	57.0816
9999.77	56.9853
9999.77	57.0985
9999.77	57.0096
9999.77	57.1003
9999.77	57.0609
9999.77	57.1348
9999.77	56.9543
9999.77	57.0427
9999.77	57.0124
9999.77	57.0909
9999.77	57.0139
9999.77	57.0313
9999.77	57.0706
9999.77	56.9745
9999.77	57.0971
9999.77	57.0751
9999.77	57.025
9999.77	57.0666
9999.77	57.0852
9999.77	57.0119
9999.77	56.9271
9999.77	56.9915
9999.77	56.9882
9999.77	57.1631
9999.77	57.1566
9999.77	56.9909
9999.77	57.1493
9999.77	57.084
9999.77	56.9744
9999.77	57.0239
9999.77	56.9701
9999.77	56.9441
9999.77	57.0446
9999.77	57.0881
9999.77	57.0292
9999.77	57.0121
9999.77	56.9815
9999.77	57.1181
9999.77	57.02
9999.77	57.0766
9999.77	57.0534
9999.77	56.9942
9999.77	57.137
9999.77	56.9955
9999.77	56.9644
9999.77	57.0902
9999.77	56.9151
9999.77	57.0444
9999.77	56.9944
9999.77	56.901
9999.77	57.0577
9999.77	56.9051
9999.77	56.9699
9999.77	57.0704
9999.77	57.0008
9999.77	56.9977
9999.77	57.0488
9999.77	57.0637
9999.77	57.052
9999.77	56.9389
9999.77	57.0443
9999.77	56.9573
9999.77	57.0156
9999.77	57.09
9999.77	57.0922
9999.77	57.1017
9999.77	57.1246
9999.77	56.9467
9999.77	57.0894
9999.77	57.0299
9999.77	56.9446
9999.77	57.0291
9999.77	56.9218
9999.77	57.0168
9999.77	56.9878
9999.77	57.0167
9999.77	56.9942
9999.77	57.1056
9999.77	57.2188
9999.77	57.1239
9999.77	56.995
9999.77	56.9908
9999.77	57.0835
9999.77	57.143
9999.77	56.915
9999.77	57.0815
9999.77	56.9577
9999.77	56.9376
9999.77	57.0514
9999.77	57.0629
9999.77	57.1293
9999.77	57.0497
9999.77	56.9533
9999.77	57.0233
9999.77	57.0261
9999.77	57.1076
9999.77	57.1914
9999.77	57.0924
9999.77	57.0459
9999.77	57.0387
9999.77	56.9735
9999.77	56.9701
9999.77	57.0276
9999.77	56.9424
9999.77	56.9425
9999.77	57.0822
9999.77	57.0363
9999.77	57.0862
9999.77	56.9999
9999.77	57.0559
9999.77	56.9582
9999.77	56.9047
9999.77	57.1371
9999.77	56.9618
9999.77	57.0164
9999.77	56.9992
9999.77	57.0329
9999.77	57.0501
9999.77	57.0133
9999.77	57.0898
9999.77	57.1585
9999.77	57.0016
9999.77	57.04
9999.77	57.1048
9999.77	57.1184
9999.77	56.986
9999.77	57.1144
9999.77	56.9959
9999.77	57.0093
9999.77	56.9898
9999.77	56.946
9999.77	57.0628
9999.77	57.055
9999.77	57.04
9999.77	57.0785
9999.77	57.1297
9999.77	57.1576
9999.77	56.9987
9999.77	57.1181
9999.77	57.0787
9999.77	56.9817
9999.77	57.1079
9999.77	57.1264
9999.77	57.0718
9999.77	57.0699
9999.77	57.0579
9999.77	57.1017
9999.77	56.9338
9999.77	56.9717
9999.77	57.0092
9999.77	57.1236
9999.77	56.9498
9999.77	57.0201
9999.77	57.1197
9999.77	57.1583
9999.77	56.9873
9999.77	57.09
9999.77	57.0367
9999.77	57.0855
9999.77	57.1329
9999.77	57.0492
9999.77	57.0319
9999.77	56.9102
9999.77	57.1031
9999.77	57.141
9999.77	57.0015
9999.77	56.9549
9999.77	57.1303
9999.77	57.0639
9999.77	57.0567
9999.77	57.0056
9999.77	57.0017
9999.77	57.0157
9999.77	57.0129
9999.77	56.9753
9999.77	57.015
9999.77	57.0247
9999.77	57.069
9999.77	57.0014
9999.77	57.0464
9999.77	57.0681
9999.77	57.0535
9999.77	57.1198
9999.77	56.9882
9999.77	57.0585
9999.77	57.1488
9999.77	57.0005
9999.77	57.0315
9999.77	56.9442
9999.77	57.1066
9999.77	57.153
9999.77	57.0336
9999.77	57.0111
9999.77	57.0654
9999.77	57.0598
9999.77	57.0897
9999.77	56.9985
9999.77	57.074
9999.77	57.0137
9999.77	57.1127
9999.77	57.0235
9999.77	57.0618
9999.77	57.0013
9999.77	57.0431
9999.77	57.0708
9999.77	57.0347
9999.77	57.1837
9999.77	57.1168
9999.77	57.1627
9999.77	57.046
9999.77	56.9826
9999.77	57.1134
9999.77	56.9075
9999.77	57.1773
9999.77	57.1406
9999.77	57.024
9999.77	56.9168
9999.77	57.0391
9999.77	56.9848
9999.77	57.0538
9999.77	56.9243
9999.77	57.1328
9999.77	57.0595
9999.77	57.0761
9999.77	56.969
9999.77	57.0096
9999.77	57.137
9999.77	56.9344
9999.77	57.0229
9999.77	57.047
9999.77	57.07
9999.77	57.082
9999.77	57.027
9999.77	57.103
9999.77	57.0223
9999.77	57.078
9999.77	57.0623
9999.77	57.1377
9999.77	57.0169
9999.77	57.1187
9999.77	56.9843
9999.77	56.9683
9999.77	57.1044
9999.77	57.0707
9999.77	57.0419
9999.77	56.9922
9999.77	57.1693
9999.77	57.0216
9999.77	57.2109
9999.77	57.0366
9999.77	57.162
9999.77	57.1087
9999.77	57.0952
9999.77	57.0672
9999.77	57.0923
9999.77	57.0692
9999.77	57.071
9999.77	57.1004
9999.77	57.1116
9999.77	57.0999
9999.77	57.1356
9999.77	57.0693
9999.77	57.0925
9999.77	57.004
9999.77	57.0377
9999.77	57.0786
9999.77	56.9683
9999.77	57.0993
9999.77	57.0362
9999.77	57.0356
9999.77	57.0043
9999.77	57.0707
9999.77	57.1025
9999.77	56.9409
9999.77	57.0915
9999.77	57.0281
9999.77	57.0575
9999.77	57.1531
9999.77	57.0152
9999.77	57.0554
9999.77	56.9944
9999.77	57.0036
9999.77	57.109
9999.77	57.0558
9999.77	57.1479
9999.77	57.0175
9999.77	57.1701
9999.77	57.029
9999.77	56.9961
9999.77	56.9989
9999.77	57.0206
9999.77	57.0643
9999.77	57.07
9999.77	57.0459
9999.77	57.0522
9999.77	57.0698
9999.77	57.0431
9999.77	56.9769
9999.77	57.0231
9999.77	57.0346
9999.77	56.9651
9999.77	57.099
9999.77	57.0323
9999.77	57.1529
9999.77	57.0947
9999.77	56.9897
9999.77	57.0358
9999.77	56.9559
9999.77	57.0951
9999.77	57.0798
9999.77	57.1998
9999.77	56.9888
9999.77	57.1484
9999.77	56.9747
9999.77	57.001
9999.77	57.094
9999.77	57.0475
9999.77	57.0812
9999.77	57.115
9999.77	57.0836
9999.77	57.0776
9999.77	57.1346
9999.77	57.1119
9999.77	57.0824
9999.77	57.0678
9999.77	57.0812
9999.77	57.0564
9999.77	57.1082
9999.77	57.0711
9999.77	57.1687
9999.77	57.0779
9999.77	57.0638
9999.77	57.0167
9999.77	57.122
9999.77	57.0779
9999.77	56.9615
9999.77	56.9807
9999.77	57.0257
9999.77	57.1049
9999.77	56.9607
9999.77	57.0949
9999.77	57.1435
9999.77	56.9922
9999.77	57.1102
9999.77	57.0695
9999.77	56.928
9999.77	57.1048
9999.77	57.0071
9999.77	57.0176
9999.77	57.041
9999.77	56.9819
9999.77	56.955
9999.77	57.0547
9999.77	57.0018
9999.77	56.9758
9999.77	57.1494
9999.77	57.0837
9999.77	57.1012
9999.77	57.0278
9999.77	57.0912
9999.77	56.9882
9999.77	57.1169
9999.77	57.0986
9999.77	57.0633
9999.77	57.1248
9999.77	56.9506
9999.77	56.9937
9999.77	56.9791
9999.77	56.9204
9999.77	57.1102
9999.77	57.1497
9999.77	56.9825
9999.77	56.9929
9999.77	57.1362
9999.77	57.1503
9999.77	57.0487
9999.77	57.0169
9999.77	57.0391
9999.77	57.1622
9999.77	57.0403
9999.77	56.9822
9999.77	56.9974
9999.77	56.9679
9999.77	57.2052
9999.77	57.1111
9999.77	56.9075
9999.77	57.0609
9999.77	57.0008
9999.77	57.0105
9999.77	57.1311
9999.77	57.0579
9999.77	56.9312
9999.77	57.105
9999.77	57.0695
9999.77	57.0138
9999.77	57.0522
