0	-0.042204	0	-0.213107	0	0.232336
5.00E-06	0.104239	5.00E-06	-0.137794	5.00E-06	0.277074
1.00E-05	0.242313	1.00E-05	-0.0489629	1.00E-05	0.298316
1.50E-05	0.349812	1.50E-05	0.0453398	1.50E-05	0.286407
2.00E-05	0.422551	2.00E-05	0.134493	2.00E-05	0.239739
2.50E-05	0.461495	2.50E-05	0.21045	2.50E-05	0.173759
3.00E-05	0.447655	3.00E-05	0.264843	3.00E-05	0.0961925
3.50E-05	0.388113	3.50E-05	0.292201	3.50E-05	0.00446458
4.00E-05	0.288338	4.00E-05	0.290913	4.00E-05	-0.0937003
4.50E-05	0.166034	4.50E-05	0.260981	4.50E-05	-0.177382
5.00E-05	0.0250631	5.00E-05	0.203369	5.00E-05	-0.238212
5.50E-05	-0.123311	5.50E-05	0.125803	5.50E-05	-0.280053
6.00E-05	-0.260742	6.00E-05	0.0356842	6.00E-05	-0.296467
6.50E-05	-0.366309	6.50E-05	-0.0586184	6.50E-05	-0.283593
7.00E-05	-0.431967	7.00E-05	-0.147128	7.00E-05	-0.232097
7.50E-05	-0.457715	7.50E-05	-0.22051	7.50E-05	-0.162899
8.00E-05	-0.446128	8.00E-05	-0.271363	8.00E-05	-0.079217
8.50E-05	-0.377896	8.50E-05	-0.294858	8.50E-05	0.0128327
9.00E-05	-0.272328	9.00E-05	-0.288743	9.00E-05	0.104882
9.50E-05	-0.139403	9.50E-05	-0.253339	9.50E-05	0.18792
1.00E-04	-4.13E-05	1.00E-04	-0.192509	1.00E-04	0.250682
0.000105	0.144148	0.000105	-0.112368	0.000105	0.283832
0.00011	0.277717	0.00011	-0.020318	0.00011	0.292844
0.000115	0.379744	0.000115	0.0726973	0.000115	0.277074
0.00012	0.440253	0.00012	0.158632	0.00012	0.226865
0.000125	0.457633	0.000125	0.228796	0.000125	0.150586
0.00013	0.434459	0.00013	0.27643	0.00013	0.0643291
0.000135	0.366549	0.000135	0.295097	0.000135	-0.0245021
0.00014	0.257119	0.00014	0.28512	0.00014	-0.115586
0.000145	0.120653	0.000145	0.246498	0.000145	-0.198624
0.00015	-0.022571	0.00015	0.182127	0.00015	-0.259454
0.000155	-0.163542	0.000155	0.0997328	0.000155	-0.289064
0.00016	-0.292927	0.00016	0.00671755	0.00016	-0.292283
0.000165	-0.392057	0.000165	-0.0859759	0.000165	-0.270719
0.00017	-0.447737	0.00017	-0.170623	0.00017	-0.218257
0.000175	-0.458037	0.000175	-0.237568	0.000175	-0.142944
0.00018	-0.424564	0.00018	-0.281662	0.00018	-0.048641
0.000185	-0.352469	0.000185	-0.296145	0.000185	0.0421213
0.00019	-0.239499	0.00019	-0.28134	0.00019	0.127734
0.000195	-0.0982063	0.000195	-0.237568	0.000195	0.208197
0.0002	0.0463054	0.0002	-0.170623	0.0002	0.265165
0.000205	0.185667	0.000205	-0.0862977	0.000205	0.293488
0.00021	0.308293	0.00021	0.00736125	0.00021	0.288338
0.000215	0.401309	0.000215	0.099411	0.000215	0.260015
0.00022	0.456024	0.00022	0.181161	0.00022	0.207553
0.000225	0.455702	0.000225	0.245854	0.000225	0.130631
0.00023	0.415792	0.00023	0.28512	0.00023	0.0382591
0.000235	0.336294	0.000235	0.295741	0.000235	-0.0570092
0.00024	0.222359	0.00024	0.276752	0.00024	-0.141013
0.000245	0.0817091	0.000245	0.229439	0.000245	-0.214717
0.00025	-0.066021	0.00025	0.159597	0.00025	-0.270075
0.000255	-0.205383	0.000255	0.0736628	0.000255	-0.297111
0.00026	-0.320606	0.00026	-0.0206399	0.00026	-0.289064
0.000265	-0.41169	0.000265	-0.112368	0.000265	-0.253661
0.00027	-0.456749	0.00027	-0.192187	0.00027	-0.195406
0.000275	-0.458359	0.000275	-0.253017	0.000275	-0.12138
0.00028	-0.405897	0.00028	-0.289064	0.00028	-0.0228929
0.000285	-0.317387	0.000285	-0.294858	0.000285	0.0704443
0.00029	-0.19959	0.00029	-0.271363	0.00029	0.157344
0.000295	-0.0605496	0.000295	-0.219544	0.000295	0.224933
0.0003	0.0891117	0.0003	-0.146484	0.0003	0.271602
0.000305	0.228474	0.000305	-0.0592621	0.000305	0.296707
0.00031	0.335973	0.00031	0.034075	0.00031	0.28512
0.000315	0.418367	0.000315	0.125159	0.000315	0.245532
